2019-11-18 00:38:58.361 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.properties' (file:./config/application.properties)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.xml' (file:./config/application.xml)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yml' (file:./config/application.yml)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yaml' (file:./config/application.yaml)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.properties' (file:./application.properties)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.xml' (file:./application.xml)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.yml' (file:./application.yml)
2019-11-18 00:38:58.362 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.yaml' (file:./application.yaml)
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.properties
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.xml
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.yml
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.yaml
2019-11-18 00:38:58.363 DEBUG 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Loaded config file 'file:/C:/Users/satis/Documents/workspace-sts4/SpringBoot-LoggingDemo/target/classes/application.properties' (classpath:/application.properties)
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.xml
2019-11-18 00:38:58.363 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.yml
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.yaml
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.properties' (file:./config/application-default.properties) for profile default
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.properties' (file:./config/application-default.properties) for profile default
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.properties' (file:./config/application.properties) for profile default
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.xml' (file:./config/application-default.xml) for profile default
2019-11-18 00:38:58.364 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.xml' (file:./config/application-default.xml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.xml' (file:./config/application.xml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.yml' (file:./config/application-default.yml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.yml' (file:./config/application-default.yml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yml' (file:./config/application.yml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.yaml' (file:./config/application-default.yaml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application-default.yaml' (file:./config/application-default.yaml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yaml' (file:./config/application.yaml) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.properties' (file:./application-default.properties) for profile default
2019-11-18 00:38:58.365 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.properties' (file:./application-default.properties) for profile default
2019-11-18 00:38:58.366 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.properties' (file:./application.properties) for profile default
2019-11-18 00:38:58.366 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.xml' (file:./application-default.xml) for profile default
2019-11-18 00:38:58.366 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.xml' (file:./application-default.xml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.xml' (file:./application.xml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.yml' (file:./application-default.yml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.yml' (file:./application-default.yml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.yml' (file:./application.yml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.yaml' (file:./application-default.yaml) for profile default
2019-11-18 00:38:58.377 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application-default.yaml' (file:./application-default.yaml) for profile default
2019-11-18 00:38:58.378 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.yaml' (file:./application.yaml) for profile default
2019-11-18 00:38:58.378 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.properties for profile default
2019-11-18 00:38:58.378 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.properties for profile default
2019-11-18 00:38:58.378 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.properties for profile default
2019-11-18 00:38:58.378 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.xml for profile default
2019-11-18 00:38:58.379 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.xml for profile default
2019-11-18 00:38:58.379 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.xml for profile default
2019-11-18 00:38:58.379 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.yml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.yml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.yml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.yaml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application-default.yaml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/config/application.yaml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.properties for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.properties for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.xml for profile default
2019-11-18 00:38:58.380 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.xml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.xml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.yml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.yml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.yml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.yaml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application-default.yaml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config classpath:/application.yaml for profile default
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.properties' (file:./config/application.properties)
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.xml' (file:./config/application.xml)
2019-11-18 00:38:58.381 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yml' (file:./config/application.yml)
2019-11-18 00:38:58.382 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./config/application.yaml' (file:./config/application.yaml)
2019-11-18 00:38:58.382 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.properties' (file:./application.properties)
2019-11-18 00:38:58.382 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.xml' (file:./application.xml)
2019-11-18 00:38:58.382 TRACE 6772 --- [main] o.s.b.c.c.ConfigFileApplicationListener  : Skipped missing config 'file:./application.yml' (file:./application.yml)
